"UserName","UserEmail","TotalCommits","AICommits","HumanCommits","AILinesAdded","HumanLinesAdded","TotalLinesAdded","AIPercentage","AvgConfidenceScore","Tier1Commits","Tier2Commits","Tier3Commits","Tier4Commits","Tier5Commits"
"Vamshi-Microsoft",,"15","0","15","0","3293","3293","0","0","0","0","0","0","0"
"Roopan-Microsoft",,"10","0","10","0","3","3","0","0","0","0","0","0","0"
"microsoft-github-operations[bot]",,"1","0","1","0","418","418","0","0","0","0","0","0","0"
"Ravi",,"19","4","15","3254","472","3726","87.33","85","0","2","1","0","1"
"Rafi-Microsoft",,"5","0","5","0","16","16","0","0","0","0","0","0","0"
"Prekshith-Microsoft",,"1","0","1","0","1","1","0","0","0","0","0","0","0"
"Ayaz-Microsoft",,"4","0","4","0","68","68","0","0","0","0","0","0","0"
"Malory Rose",,"32","1","31","60987","49032","110019","55.43","98","0","1","0","0","0"
"Anish Arora",,"6","0","6","0","0","0","0","0","0","0","0","0","0"
"Avijit-Microsoft",,"109","4","105","514","1277","1791","28.7","68.25","0","0","0","2","2"
"Shreyas-Microsoft",,"16","5","11","7361","1498","8859","83.09","77.2","0","1","1","1","2"
"malrose07",,"3","0","3","0","7","7","0","0","0","0","0","0","0"
"Harsh-Microsoft",,"8","0","8","0","790","790","0","0","0","0","0","0","0"
"Ritesh",,"7","0","7","0","2868","2868","0","0","0","0","0","0","0"
"Prekshith D J (Persistent Systems Inc)",,"2","0","2","0","2","2","0","0","0","0","0","0","0"
"Pavan-Microsoft",,"16","0","16","0","180","180","0","0","0","0","0","0","0"
"Ragini-Microsoft",,"123","9","114","2629","2739","5368","48.98","84.44","3","1","2","0","3"
"Prajwal-Microsoft",,"7","0","7","0","0","0","0","0","0","0","0","0","0"
"Rohini-Microsoft",,"4","0","4","0","130","130","0","0","0","0","0","0","0"
"Kanchan-Microsoft",,"3","0","3","0","54","54","0","0","0","0","0","0","0"
"blessing-sanusi",,"1","0","1","0","184","184","0","0","0","0","0","0","0"
"Kingshuk-Microsoft",,"1","0","1","0","4","4","0","0","0","0","0","0","0"
"v-kwable_microsoft",,"2","0","2","0","860","860","0","0","0","0","0","0","0"
