"UserName","UserEmail","TotalCommits","AICommits","HumanCommits","AILinesAdded","HumanLinesAdded","TotalLinesAdded","AIPercentage","AvgConfidenceScore","Tier1Commits","Tier2Commits","Tier3Commits","Tier4Commits","Tier5Commits"
"NirajC-Microsoft",,"2","0","2","0","3","3","0","0","0","0","0","0","0"
"dependabot[bot]",,"9","0","9","0","5903","5903","0","0","0","0","0","0","0"
"Markus",,"30","5","25","1442","311","1753","82.26","75.8","0","0","2","2","1"
"Venkateswarlu Marthula",,"59","0","59","0","2557","2557","0","0","0","0","0","0","0"
"Rafi-Microsoft",,"2","0","2","0","203","203","0","0","0","0","0","0","0"
"Ravi",,"2","0","2","0","80","80","0","0","0","0","0","0","0"
"Ritesh",,"1","0","1","0","1","1","0","0","0","0","0","0","0"
"Abdul-Microsoft",,"45","1","44","550","16868","17418","3.16","61","0","0","0","0","1"
"Kanchan-Microsoft",,"6","0","6","0","705","705","0","0","0","0","0","0","0"
"Vemarthula-Microsoft",,"2","0","2","0","42","42","0","0","0","0","0","0","0"
"Roopan P M",,"14","0","14","0","1587","1587","0","0","0","0","0","0","0"
"Kanchan Nagshetti (Persistent Systems Inc)",,"5","0","5","0","122","122","0","0","0","0","0","0","0"
"Francia Riesco",,"6","4","2","32398","0","32398","100","83.25","0","1","2","0","1"
"Prekshith D J (Persistent Systems Inc)",,"18","1","17","165","79","244","67.62","74","0","0","0","1","0"
"TravisHilbert",,"11","0","11","0","37","37","0","0","0","0","0","0","0"
"Pavan-Microsoft",,"1","0","1","0","56","56","0","0","0","0","0","0","0"
"Bangarraju-Microsoft",,"9","0","9","0","154","154","0","0","0","0","0","0","0"
"Ajit Padhi",,"24","0","24","0","41540","41540","0","0","0","0","0","0","0"
"Priyanka Singhal (Persistent Systems Inc)",,"9","0","9","0","478","478","0","0","0","0","0","0","0"
"aniaroramsft",,"1","0","1","0","0","0","0","0","0","0","0","0","0"
"v-kwable_microsoft",,"1","0","1","0","0","0","0","0","0","0","0","0","0"
"Prashant-Microsoft",,"20","0","20","0","1415","1415","0","0","0","0","0","0","0"
"Travis Hilbert",,"12","0","12","0","265","265","0","0","0","0","0","0","0"
"Harmanpreet-Microsoft",,"25","0","25","0","59","59","0","0","0","0","0","0","0"
"Priyanka-Microsoft",,"28","0","28","0","949","949","0","0","0","0","0","0","0"
"Prasanjeet-Microsoft",,"1","0","1","0","162","162","0","0","0","0","0","0","0"
"Gaiye Zhou",,"103","1","102","898","6329","7227","12.43","62","0","0","0","0","1"
"Shreyas-Microsoft",,"71","11","60","1550","7677","9227","16.8","75.73","2","0","2","2","5"
"Prajwal-Microsoft",,"37","0","37","0","4","4","0","0","0","0","0","0","0"
"Vamshi-Microsoft",,"12","0","12","0","2294","2294","0","0","0","0","0","0","0"
"Harmanpreet Kaur",,"29","0","29","0","3090","3090","0","0","0","0","0","0","0"
"Prajwal D C",,"4","0","4","0","25","25","0","0","0","0","0","0","0"
"Seth",,"34","0","34","0","2513","2513","0","0","0","0","0","0","0"
"Thanusree-Microsoft",,"33","0","33","0","233","233","0","0","0","0","0","0","0"
"Ragini-Microsoft",,"3","0","3","0","941","941","0","0","0","0","0","0","0"
"Roopan-Microsoft",,"171","6","165","6","64","70","8.57","100","6","0","0","0","0"
"AjitPadhi-Microsoft",,"1","0","1","0","0","0","0","0","0","0","0","0","0"
"Kingshuk-Microsoft",,"2","0","2","0","4","4","0","0","0","0","0","0","0"
"Yamini-Microsoft",,"2","0","2","0","4","4","0","0","0","0","0","0","0"
"Rohini-Microsoft",,"1","0","1","0","28","28","0","0","0","0","0","0","0"
"Atulku-Microsoft",,"2","0","2","0","6","6","0","0","0","0","0","0","0"
"UtkarshMishra-Microsoft",,"2","0","2","0","9","9","0","0","0","0","0","0","0"
"VishalS-Microsoft",,"3","0","3","0","8","8","0","0","0","0","0","0","0"
"Vishal Shinde (Persistent Systems Inc)",,"17","0","17","0","795","795","0","0","0","0","0","0","0"
"Frank FYC",,"1","0","1","0","2","2","0","0","0","0","0","0","0"
"Avijit-Microsoft",,"13","0","13","0","0","0","0","0","0","0","0","0","0"
"Niraj Chaudhari (Persistent Systems Inc)",,"17","0","17","0","612","612","0","0","0","0","0","0","0"
"copilot-swe-agent[bot]",,"2","0","2","0","1","1","0","0","0","0","0","0","0"
"gpickett",,"13","0","13","0","684","684","0","0","0","0","0","0","0"
"Harsh-Microsoft",,"19","0","19","0","15438","15438","0","0","0","0","0","0","0"
"Dhruvkumar-Microsoft",,"10","0","10","0","284","284","0","0","0","0","0","0","0"
